city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
Calabasas,CA,Los Angeles County,34.1375,-118.6689,22669,91302 91372,1,3,calabasas,"Calabasas, CA",calabasas-ca,/commercial-real-estate/CA/calabasas/,rofo,,,,,true,
Cameron,CA,Mendocino County,39.2724,-123.5545,,95427,0,3,cameron,"Cameron, CA",cameron-ca,/commercial-real-estate/CA/cameron/,officefinder+simplemaps,2514,FALSE,FALSE,5,true,true
Campbell,CA,Santa Clara County,37.2802,-121.9539,42781,95008 95009 95011,2,3,campbell,"Campbell, CA",campbell-ca,/commercial-real-estate/CA/campbell/,rofo,,,,,true,
Capitola,CA,Santa Cruz County,36.9773,-121.9537,9689,95010,0,3,capitola,"Capitola, CA",capitola-ca,/commercial-real-estate/CA/capitola/,officefinder+simplemaps,1613,TRUE,FALSE,2,true,true
Carlsbad,CA,San Diego County,33.1581,-117.3506,114373,92008 92009 92011 92010 92013 92018,272,2,carlsbad,"Carlsbad, CA",carlsbad-ca,/commercial-real-estate/CA/carlsbad/,rofo,,,,,true,
Carson,CA,Los Angeles County,33.8374,-118.2559,92871,90248 90810 90747 90746 90745 90224 90749 90895,0,3,carson,"Carson, CA",carson-ca,/commercial-real-estate/CA/carson/,officefinder+simplemaps,2276,TRUE,FALSE,3,true,true
Ceres,CA,Stanislaus County,37.5952,-120.962,49342,95358 95351 95307,0,3,ceres,"Ceres, CA",ceres-ca,/commercial-real-estate/CA/ceres/,officefinder+simplemaps,1615,TRUE,FALSE,3,true,true
Cerritos,CA,Los Angeles County,33.8678,-118.0686,47867,90703,1,3,cerritos,"Cerritos, CA",cerritos-ca,/commercial-real-estate/CA/cerritos/,rofo,,,,,true,
Chula Vista,CA,San Diego County,32.6281,-117.0144,276375,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921,1,3,chula-vista,"Chula Vista, CA",chula-vista-ca,/commercial-real-estate/CA/chula-vista/,rofo,,,,,true,
Clovis,CA,Fresno County,36.8278,-119.683,124725,93611 93612 93619 93613 93747,0,2,clovis,"Clovis, CA",clovis-ca,/commercial-real-estate/CA/clovis/,officefinder+simplemaps,1534,TRUE,FALSE,2,true,true
Commerce,CA,Los Angeles County,33.9963,-118.1519,11993,90040 90022 90023 90091,1,3,commerce,"Commerce, CA",commerce-ca,/commercial-real-estate/CA/commerce/,rofo,,,,,true,
Compton,CA,Los Angeles County,33.893,-118.2274,92698,90220 90221 90222 90223,0,3,compton,"Compton, CA",compton-ca,/commercial-real-estate/CA/compton/,officefinder+simplemaps,2139,TRUE,FALSE,2,true,true
Concord,CA,Contra Costa County,37.9722,-122.0016,531305,94518 94519 94565 94521 94520 94522 94524 94527,1,3,concord,"Concord, CA",concord-ca,/commercial-real-estate/CA/concord/,rofo,,,,,true,
Corte Madera,CA,Marin County,37.9238,-122.5128,10077,94925 94976,0,3,corte-madera,"Corte Madera, CA",corte-madera-ca,/commercial-real-estate/CA/corte-madera/,officefinder+simplemaps,1358,TRUE,FALSE,3,true,true
Costa Mesa,CA,Orange County,33.6667,-117.9135,110330,92626 92627 92628,3,3,costa-mesa,"Costa Mesa, CA",costa-mesa-ca,/commercial-real-estate/CA/costa-mesa/,rofo,,,,,true,
Cotati,CA,Sonoma County,38.3278,-122.7092,7489,94931 94926,0,3,cotati,"Cotati, CA",cotati-ca,/commercial-real-estate/CA/cotati/,officefinder+simplemaps,1359,TRUE,FALSE,3,true,true
Covina,CA,Los Angeles County,34.0903,-117.8818,49888,91724 91722 91723,0,3,covina,"Covina, CA",covina-ca,/commercial-real-estate/CA/covina/,officefinder+simplemaps,2225,TRUE,FALSE,2,true,true
Culver City,CA,Los Angeles County,34.0058,-118.3968,39931,90232 90230 90231,1,3,culver-city,"Culver City, CA",culver-city-ca,/commercial-real-estate/CA/culver-city/,rofo,,,,,true,
Cupertino,CA,Santa Clara County,37.3168,-122.0466,58566,95014 95015 95108 95170,0,3,cupertino,"Cupertino, CA",cupertino-ca,/commercial-real-estate/CA/cupertino/,officefinder+simplemaps,58,TRUE,FALSE,2,true,true
Dana Point,CA,Orange County,33.4733,-117.6967,32790,92629 92624,0,3,dana-point,"Dana Point, CA",dana-point-ca,/commercial-real-estate/CA/dana-point/,officefinder+simplemaps,1886,TRUE,FALSE,3,true,true
Danville,CA,Contra Costa County,37.8121,-121.9698,43401,94506 94526,0,3,danville,"Danville, CA",danville-ca,/commercial-real-estate/CA/danville/,officefinder+simplemaps,1628,TRUE,FALSE,3,true,true
Del Mar,CA,San Diego County,32.9635,-117.2624,3903,92014,0,3,del-mar,"Del Mar, CA",del-mar-ca,/commercial-real-estate/CA/del-mar/,officefinder+simplemaps,1869,TRUE,FALSE,3,true,true
Delano,CA,Kern County,35.7662,-119.2635,51679,93215,0,3,delano,"Delano, CA",delano-ca,/commercial-real-estate/CA/delano/,officefinder+simplemaps,1535,TRUE,FALSE,3,true,true
Diamond Bar,CA,Los Angeles County,33.9992,-117.8161,53355,91789 91765,1,3,diamond-bar,"Diamond Bar, CA",diamond-bar-ca,/commercial-real-estate/CA/diamond-bar/,rofo,,,,,true,
Downey,CA,Los Angeles County,33.9379,-118.1311,110939,90242 90240 90241 90239,0,2,downey,"Downey, CA",downey-ca,/commercial-real-estate/CA/downey/,officefinder+simplemaps,2140,TRUE,FALSE,2,true,true
Duarte,CA,Los Angeles County,34.161,-117.9504,22184,91010 91009,0,3,duarte,"Duarte, CA",duarte-ca,/commercial-real-estate/CA/duarte/,officefinder+simplemaps,2584,TRUE,FALSE,3,true,true
El Dorado Hills,CA,El Dorado County,38.675,-121.049,51026,95762 95682,1,3,el-dorado-hills,"El Dorado Hills, CA",el-dorado-hills-ca,/commercial-real-estate/CA/el-dorado-hills/,rofo,,,,,true,
El Segundo,CA,Los Angeles County,33.917,-118.4018,16769,90245,1,3,el-segundo,"El Segundo, CA",el-segundo-ca,/commercial-real-estate/CA/el-segundo/,rofo,,,,,true,
Elk Grove,CA,Sacramento County,38.4161,-121.3842,179155,95624 95757 95758 95759,1,3,elk-grove,"Elk Grove, CA",elk-grove-ca,/commercial-real-estate/CA/elk-grove/,rofo,,,,,true,
Emeryville,CA,Alameda County,37.8382,-122.2932,13081,94608 94662,1,3,emeryville,"Emeryville, CA",emeryville-ca,/commercial-real-estate/CA/emeryville/,rofo,,,,,true,
Encinitas,CA,San Diego County,33.0492,-117.261,61480,92007 92075 92024,0,3,encinitas,"Encinitas, CA",encinitas-ca,/commercial-real-estate/CA/encinitas/,officefinder+simplemaps,1870,TRUE,FALSE,3,true,true
Encino,CA,,,,,,1,3,encino,"Encino, CA",encino-ca,/commercial-real-estate/CA/encino/,rofo,,,,,false,
Escalon,CA,San Joaquin County,37.7912,-120.9982,7451,95320,0,3,escalon,"Escalon, CA",escalon-ca,/commercial-real-estate/CA/escalon/,officefinder+simplemaps,1629,TRUE,FALSE,3,true,true
Escondido,CA,San Diego County,33.1348,-117.0723,149668,92029 92025 92026 92027 92030 92033 92046,1,3,escondido,"Escondido, CA",escondido-ca,/commercial-real-estate/CA/escondido/,rofo,,,,,true,
Folsom,CA,Sacramento County,38.6668,-121.1422,83916,95630 95671 95763,1,3,folsom,"Folsom, CA",folsom-ca,/commercial-real-estate/CA/folsom/,rofo,,,,,true,
Foster City,CA,San Mateo County,37.5553,-122.2659,32792,94404,0,3,foster-city,"Foster City, CA",foster-city-ca,/commercial-real-estate/CA/foster-city/,officefinder+simplemaps,779,TRUE,FALSE,2,true,true
Fountain Valley,CA,Orange County,33.7105,-117.9514,56258,92708 92728,0,3,fountain-valley,"Fountain Valley, CA",fountain-valley-ca,/commercial-real-estate/CA/fountain-valley/,officefinder+simplemaps,1887,TRUE,FALSE,2,true,true
Fresno,CA,Fresno County,36.7378,-119.7871,732197,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,700,2,fresno,"Fresno, CA",fresno-ca,/commercial-real-estate/CA/fresno/,rofo,,,,,true,
Gardena,CA,Los Angeles County,33.8943,-118.3072,59422,90249 90247,1,3,gardena,"Gardena, CA",gardena-ca,/commercial-real-estate/CA/gardena/,rofo,,,,,true,
Gilroy,CA,Santa Clara County,37.0046,-121.5854,116882,95020,0,2,gilroy,"Gilroy, CA",gilroy-ca,/commercial-real-estate/CA/gilroy/,officefinder+simplemaps,440,TRUE,FALSE,2,true,true
Glendale,CA,Los Angeles County,34.1819,-118.2468,190748,91210 91214 91201 91205 91208 91203 91202 91204 91207 91206 91046 91020 91209 91221 91222 91225 91226,3,3,glendale,"Glendale, CA",glendale-ca,/commercial-real-estate/CA/glendale/,rofo,,,,,true,
Hercules,CA,Contra Costa County,38.0064,-122.2564,26302,94547 94572,0,3,hercules,"Hercules, CA",hercules-ca,/commercial-real-estate/CA/hercules/,officefinder+simplemaps,1362,TRUE,FALSE,3,true,true
Hermosa Beach,CA,Los Angeles County,33.8653,-118.3962,19063,90254,1,3,hermosa-beach,"Hermosa Beach, CA",hermosa-beach-ca,/commercial-real-estate/CA/hermosa-beach/,rofo,,,,,true,
Irvine,CA,Orange County,33.6846,-117.8265,311690,92617 92614 92612 92618 92697 92620 92602 92603 92604 92606 92616 92619 92650 92698,466,2,irvine,"Irvine, CA",irvine-ca,/commercial-real-estate/CA/irvine/,rofo,,,,,true,
Irwindale,CA,Los Angeles County,34.1121,-117.9636,1377,91706 91010,0,3,irwindale,"Irwindale, CA",irwindale-ca,/commercial-real-estate/CA/irwindale/,officefinder+simplemaps,2242,TRUE,FALSE,3,true,true
La Jolla,CA,,,,,,1,3,la-jolla,"La Jolla, CA",la-jolla-ca,/commercial-real-estate/CA/la-jolla/,rofo,,,,,false,
La Mesa,CA,San Diego County,32.7703,-117.0204,60797,91941 91942 91943 91944,0,3,la-mesa,"La Mesa, CA",la-mesa-ca,/commercial-real-estate/CA/la-mesa/,officefinder+simplemaps,1866,TRUE,FALSE,2,true,true
La Palma,CA,Orange County,33.8504,-118.0407,15272,90623,1,3,la-palma,"La Palma, CA",la-palma-ca,/commercial-real-estate/CA/la-palma/,rofo,,,,,true,
La Verne,CA,Los Angeles County,34.1207,-117.7703,30600,91750,0,3,la-verne,"La Verne, CA",la-verne-ca,/commercial-real-estate/CA/la-verne/,officefinder+simplemaps,2623,TRUE,FALSE,3,true,true
Lafayette,CA,Contra Costa County,37.8919,-122.1189,25285,94549,0,3,lafayette,"Lafayette, CA",lafayette-ca,/commercial-real-estate/CA/lafayette/,officefinder+simplemaps,2240,TRUE,FALSE,3,true,true
Laguna Beach,CA,Orange County,33.5455,-117.7613,22710,92651 92652,0,3,laguna-beach,"Laguna Beach, CA",laguna-beach-ca,/commercial-real-estate/CA/laguna-beach/,officefinder+simplemaps,1889,TRUE,FALSE,3,true,true
Laguna Hills,CA,Orange County,33.5918,-117.6991,30740,92653,1,3,laguna-hills,"Laguna Hills, CA",laguna-hills-ca,/commercial-real-estate/CA/laguna-hills/,rofo,,,,,true,
Laguna Niguel,CA,Orange County,33.5275,-117.705,64139,92677 92607,0,3,laguna-niguel,"Laguna Niguel, CA",laguna-niguel-ca,/commercial-real-estate/CA/laguna-niguel/,officefinder+simplemaps,1890,TRUE,FALSE,3,true,true
Laguna Woods,CA,Orange County,33.6099,-117.7299,17289,92637 92654,0,3,laguna-woods,"Laguna Woods, CA",laguna-woods-ca,/commercial-real-estate/CA/laguna-woods/,officefinder+simplemaps,1891,TRUE,FALSE,2,true,true
Larkspur,CA,Marin County,37.9393,-122.5312,12854,94939 94904 94977,0,3,larkspur,"Larkspur, CA",larkspur-ca,/commercial-real-estate/CA/larkspur/,officefinder+simplemaps,1363,TRUE,FALSE,3,true,true
Lemon Grove,CA,San Diego County,32.7331,-117.0344,27686,91945 91946,0,3,lemon-grove,"Lemon Grove, CA",lemon-grove-ca,/commercial-real-estate/CA/lemon-grove/,officefinder+simplemaps,1871,TRUE,FALSE,2,true,true
Long Beach,CA,Los Angeles County,33.7701,-118.1937,455548,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90840 90801 90809 90832 90833 90842 90844 90846 90847 90848 90853,501,2,long-beach,"Long Beach, CA",long-beach-ca,/commercial-real-estate/CA/long-beach/,rofo,,,,,true,
Los Alamitos,CA,Orange County,33.7971,-118.0592,11794,90720 90721,0,3,los-alamitos,"Los Alamitos, CA",los-alamitos-ca,/commercial-real-estate/CA/los-alamitos/,officefinder+simplemaps,752,TRUE,FALSE,3,true,true
Los Altos,CA,Santa Clara County,37.3684,-122.0965,30698,94022 94024 94023,0,3,los-altos,"Los Altos, CA",los-altos-ca,/commercial-real-estate/CA/los-altos/,officefinder+simplemaps,438,TRUE,FALSE,3,true,true
Los Angeles,CA,Los Angeles County,34.0522,-118.2437,11984083,91367 90291 90293 90292 91316 91311 90035 90034 90037 90031 90039 90008 90004 90005 90006 90007 90001 90002 90003 91504 91040 90710 90089 91307 91344 91345 91340 91342 91343 90036 90247 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 90248 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 91364 90028 90095 90094 91042 91352 91356 91406 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 91423 90210 91303 91304 91306 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90029 90272 90732 90731 90230 91405 91403 91401 90033 90032 90038 90057 90052 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90085 90086 90087 90088 90093 90099 90134 90140 90189 90213 90294 90295 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91499 91603 91609 91610 91614 91615 91616 91617 91618,2616,1,los-angeles,"Los Angeles, CA",los-angeles-ca,/commercial-real-estate/CA/los-angeles/,rofo,,,,,true,
Los Gatos,CA,Santa Clara County,37.2304,-121.9562,32786,95032 95030 95036,0,3,los-gatos,"Los Gatos, CA",los-gatos-ca,/commercial-real-estate/CA/los-gatos/,officefinder+simplemaps,2113,TRUE,FALSE,3,true,true
Malibu,CA,Los Angeles County,34.037,-118.7839,10421,90265,0,3,malibu,"Malibu, CA",malibu-ca,/commercial-real-estate/CA/malibu/,officefinder+simplemaps,2326,TRUE,FALSE,3,true,true
Manhattan Beach,CA,Los Angeles County,33.8894,-118.3967,34210,90266 90267,0,3,manhattan-beach,"Manhattan Beach, CA",manhattan-beach-ca,/commercial-real-estate/CA/manhattan-beach/,officefinder+simplemaps,2001,TRUE,FALSE,2,true,true
Manteca,CA,San Joaquin County,37.7927,-121.2264,94158,95337 95336,0,3,manteca,"Manteca, CA",manteca-ca,/commercial-real-estate/CA/manteca/,officefinder+simplemaps,1562,TRUE,FALSE,3,true,true
Menlo Park,CA,San Mateo County,37.4685,-122.1673,32727,94025 94026,1,3,menlo-park,"Menlo Park, CA",menlo-park-ca,/commercial-real-estate/CA/menlo-park/,rofo,,,,,true,
Mill Valley,CA,Marin County,37.9086,-122.5421,14012,94941 94942,0,3,mill-valley,"Mill Valley, CA",mill-valley-ca,/commercial-real-estate/CA/mill-valley/,officefinder+simplemaps,1364,TRUE,FALSE,3,true,true
Millbrae,CA,San Mateo County,37.5994,-122.4023,22689,94030,0,3,millbrae,"Millbrae, CA",millbrae-ca,/commercial-real-estate/CA/millbrae/,officefinder+simplemaps,1365,TRUE,FALSE,2,true,true
Mission Viejo,CA,Orange County,33.6096,-117.6551,647990,92692 92691 92690,1,3,mission-viejo,"Mission Viejo, CA",mission-viejo-ca,/commercial-real-estate/CA/mission-viejo/,rofo,,,,,true,
Modesto,CA,Stanislaus County,37.6375,-121.0028,359115,95358 95356 95355 95354 95351 95350 95352 95353 95397,0,2,modesto,"Modesto, CA",modesto-ca,/commercial-real-estate/CA/modesto/,officefinder+simplemaps,1563,TRUE,FALSE,2,true,true
Montclair,CA,San Bernardino County,34.0715,-117.6981,37810,91763,0,3,montclair,"Montclair, CA",montclair-ca,/commercial-real-estate/CA/montclair/,officefinder+simplemaps,2633,TRUE,FALSE,2,true,true
Montebello,CA,Los Angeles County,34.0155,-118.1108,61045,90640,0,3,montebello,"Montebello, CA",montebello-ca,/commercial-real-estate/CA/montebello/,officefinder+simplemaps,2145,TRUE,FALSE,2,true,true
Monterey Park,CA,Los Angeles County,34.0497,-118.1326,59132,91755 91754 91756,0,3,monterey-park,"Monterey Park, CA",monterey-park-ca,/commercial-real-estate/CA/monterey-park/,officefinder+simplemaps,2144,TRUE,FALSE,2,true,true
Mountain View,CA,Santa Clara County,37.4001,-122.0796,83732,94043 94040 94041 94039 94042,1,3,mountain-view,"Mountain View, CA",mountain-view-ca,/commercial-real-estate/CA/mountain-view/,rofo,,,,,true,
Napa,CA,Napa County,38.2975,-122.301,82103,94559 94558 94581,1,3,napa,"Napa, CA",napa-ca,/commercial-real-estate/CA/napa/,rofo,,,,,true,
National City,CA,San Diego County,32.6654,-117.0983,58893,92136 91950 91951,0,3,national-city,"National City, CA",national-city-ca,/commercial-real-estate/CA/national-city/,officefinder+simplemaps,1872,TRUE,FALSE,2,true,true
Newark,CA,Alameda County,37.5201,-122.0307,46903,94560,1,3,newark,"Newark, CA",newark-ca,/commercial-real-estate/CA/newark/,rofo,,,,,true,
Newport Beach,CA,Orange County,33.6151,-117.8668,83845,92662 92663 92660 92661 92625 92657 92658 92659,3,3,newport-beach,"Newport Beach, CA",newport-beach-ca,/commercial-real-estate/CA/newport-beach/,rofo,,,,,true,
North Hollywood,CA,,,,,,1,3,north-hollywood,"North Hollywood, CA",north-hollywood-ca,/commercial-real-estate/CA/north-hollywood/,rofo,,,,,false,
Novato,CA,Marin County,38.092,-122.5575,52546,94949 94945 94947 94998,1,3,novato,"Novato, CA",novato-ca,/commercial-real-estate/CA/novato/,rofo,,,,,true,
Oakland,CA,Alameda County,37.8044,-122.2711,439418,94621 94705 94611 94610 94613 94612 94619 94618 94606 94607 94602 94603 94601 94609 94720 94605 94608 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666,1503,1,oakland,"Oakland, CA",oakland-ca,/commercial-real-estate/CA/oakland/,rofo,,,,,true,
Ontario,CA,San Bernardino County,34.0393,-117.6064,180547,91762 91761 91764 91743 91758,2,3,ontario,"Ontario, CA",ontario-ca,/commercial-real-estate/CA/ontario/,rofo,,,,,true,
Orange,CA,Orange County,33.8038,-117.8218,138266,92868 92869 92866 92867 92865 92856 92857 92863 92864,2,3,orange,"Orange, CA",orange-ca,/commercial-real-estate/CA/orange/,rofo,,,,,true,
Orinda,CA,Contra Costa County,37.8808,-122.179,19514,94563,0,3,orinda,"Orinda, CA",orinda-ca,/commercial-real-estate/CA/orinda/,officefinder+simplemaps,2448,TRUE,FALSE,3,true,true
Oxnard,CA,Ventura County,34.1964,-119.1815,369935,93035 93036 93030 93033 93031 93032 93034,1,3,oxnard,"Oxnard, CA",oxnard-ca,/commercial-real-estate/CA/oxnard/,rofo,,,,,true,
Palo Alto,CA,Santa Clara County,37.4419,-122.143,67237,94028 94022 94303 94301 94306 94304 94302,364,2,palo-alto,"Palo Alto, CA",palo-alto-ca,/commercial-real-estate/CA/palo-alto/,rofo,,,,,true,
Pasadena,CA,Los Angeles County,34.1478,-118.1445,136969,91103 91101 91104 91125 91106 91107 91105 91102 91109 91110 91114 91115 91116 91117 91121 91123 91124 91126 91129 91182 91184 91188 91189 91199,433,2,pasadena,"Pasadena, CA",pasadena-ca,/commercial-real-estate/CA/pasadena/,rofo,,,,,true,
Petaluma,CA,Sonoma County,38.2423,-122.6266,59247,94954 94952 94953,1,3,petaluma,"Petaluma, CA",petaluma-ca,/commercial-real-estate/CA/petaluma/,rofo,,,,,true,
Pico Rivera,CA,Los Angeles County,33.9901,-118.0888,60272,90660 90661 90662,0,3,pico-rivera,"Pico Rivera, CA",pico-rivera-ca,/commercial-real-estate/CA/pico-rivera/,officefinder+simplemaps,2142,TRUE,FALSE,2,true,true
Placerville,CA,El Dorado County,38.7308,-120.7979,10762,95667,0,3,placerville,"Placerville, CA",placerville-ca,/commercial-real-estate/CA/placerville/,officefinder+simplemaps,2515,TRUE,FALSE,3,true,true
Playa Vista,CA,Los Angeles County,33.9728,-118.4276,,90094,0,3,playa-vista,"Playa Vista, CA",playa-vista-ca,/commercial-real-estate/CA/playa-vista/,officefinder+simplemaps,2294,FALSE,FALSE,4,true,true
Pleasanton,CA,Alameda County,37.6663,-121.8805,76960,94566 94588,3,3,pleasanton,"Pleasanton, CA",pleasanton-ca,/commercial-real-estate/CA/pleasanton/,rofo,,,,,true,
Poway,CA,San Diego County,32.9871,-117.0201,48713,92064 92074,0,3,poway,"Poway, CA",poway-ca,/commercial-real-estate/CA/poway/,officefinder+simplemaps,1874,TRUE,FALSE,3,true,true
Rancho Cordova,CA,Sacramento County,38.5737,-121.2527,81849,95742 95670 95827 95741,1,3,rancho-cordova,"Rancho Cordova, CA",rancho-cordova-ca,/commercial-real-estate/CA/rancho-cordova/,rofo,,,,,true,
Rancho Santa Margarita,CA,Orange County,33.6318,-117.5988,46990,92679 92688,1,3,rancho-santa-margarita,"Rancho Santa Margarita, CA",rancho-santa-margarita-ca,/commercial-real-estate/CA/rancho-santa-margarita/,rofo,,,,,true,
Redondo Beach,CA,Los Angeles County,33.8577,-118.3765,69291,90278 90277,0,3,redondo-beach,"Redondo Beach, CA",redondo-beach-ca,/commercial-real-estate/CA/redondo-beach/,officefinder+simplemaps,2277,TRUE,FALSE,2,true,true
Redwood City,CA,San Mateo County,37.4852,-122.2364,82447,94065 94062 94063 94061,341,2,redwood-city,"Redwood City, CA",redwood-city-ca,/commercial-real-estate/CA/redwood-city/,rofo,,,,,true,
Riverside,CA,Riverside County,33.9806,-117.3755,2333040,92508 92503 92501 92506 92505 92504 92507 92521 92502 92513 92514 92516 92517 92522,751,2,riverside,"Riverside, CA",riverside-ca,/commercial-real-estate/CA/riverside/,rofo,,,,,true,
Rolling Hills,CA,Los Angeles County,33.7601,-118.3471,1509,90274,1,3,rolling-hills,"Rolling Hills, CA",rolling-hills-ca,/commercial-real-estate/CA/rolling-hills/,rofo,,,,,true,
Roseville,CA,Placer County,38.7703,-121.3196,155955,95661 95747 95678,2,3,roseville,"Roseville, CA",roseville-ca,/commercial-real-estate/CA/roseville/,rofo,,,,,true,
Sacramento,CA,Sacramento County,38.5816,-121.4944,1975489,95821 95820 95823 95838 95832 95833 95831 95834 95835 95811 95814 95815 95818 95819 95828 95822 95825 95824 95826 95816 95817 94203 94204 94205 94209 94229 94230 94232 94235 94236 94237 94239 94240 94244 94247 94248 94249 94250 94252 94254 94256 94257 94258 94259 94261 94262 94263 94267 94268 94269 94271 94273 94274 94277 94278 94279 94280 94283 94284 94285 94287 94288 94289 94290 94293 94294 94295 94296 94297 94298 94299 95812 95813 95840 95851 95852 95853 95867 95894,1107,1,sacramento,"Sacramento, CA",sacramento-ca,/commercial-real-estate/CA/sacramento/,rofo,,,,,true,
San Bernardino,CA,San Bernardino County,34.1416,-117.2943,222724,92404 92369 92401 92407 92405 92408 92411 92410 92415 92346 92403 92406 92413 92418 92423 92427,0,2,san-bernardino,"San Bernardino, CA",san-bernardino-ca,/commercial-real-estate/CA/san-bernardino/,officefinder+simplemaps,2237,TRUE,FALSE,2,true,true
San Diego,CA,San Diego County,32.7157,-117.1611,3064435,92182 92109 92108 92107 92106 92103 92101 92111 92154 92110 92140 92161 92105 92104 92102 92071 92132 92130 92131 92136 92134 92139 92025 92027 92147 92145 92014 92093 92092 92119 92116 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92037 92173 92113 92114 92115 92038 92039 92072 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,1414,1,san-diego,"San Diego, CA",san-diego-ca,/commercial-real-estate/CA/san-diego/,rofo,,,,,true,
San Francisco,CA,San Francisco County,37.7749,-122.4194,3417736,94130 94131 94132 94133 94134 94103 94102 94105 94104 94188 94158 94124 94123 94122 94121 94129 94118 94108 94107 94112 94110 94116 94117 94114 94115 94111 94109 94127 94119 94120 94125 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177,2412,1,san-francisco,"San Francisco, CA",san-francisco-ca,/commercial-real-estate/CA/san-francisco/,rofo,,,,,true,
San Jose,CA,Santa Clara County,37.3382,-121.8863,1827643,95119 95118 95128 95124 95125 95122 95008 95002 95117 95116 95111 95110 95113 95112 95126 95127 95120 95123 95148 95133 95132 95131 95130 95136 95134 95139 95138 95037 95013 95129 95121 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95172 95173 95190 95191 95192 95193 95194 95196,1705,1,san-jose,"San Jose, CA",san-jose-ca,/commercial-real-estate/CA/san-jose/,rofo,,,,,true,
San Juan Capistrano,CA,Orange County,33.5008,-117.6544,35095,92675 92693,0,3,san-juan-capistrano,"San Juan Capistrano, CA",san-juan-capistrano-ca,/commercial-real-estate/CA/san-juan-capistrano/,officefinder+simplemaps,1896,TRUE,FALSE,3,true,true
San Mateo,CA,San Mateo County,37.5522,-122.3121,103105,94404 94401 94402 94403 94497,2,3,san-mateo,"San Mateo, CA",san-mateo-ca,/commercial-real-estate/CA/san-mateo/,rofo,,,,,true,
San Pedro,CA,,,,,,1,3,san-pedro,"San Pedro, CA",san-pedro-ca,/commercial-real-estate/CA/san-pedro/,rofo,,,,,false,
San Rafael,CA,Marin County,37.9735,-122.5311,60433,94901 94903 94912 94915,421,2,san-rafael,"San Rafael, CA",san-rafael-ca,/commercial-real-estate/CA/san-rafael/,rofo,,,,,true,
San Ramon,CA,Contra Costa County,37.7624,-121.9365,85993,94582 94583,2,3,san-ramon,"San Ramon, CA",san-ramon-ca,/commercial-real-estate/CA/san-ramon/,rofo,,,,,true,
Santa Ana,CA,Orange County,33.7455,-117.8677,312534,92707 92701 92703 92705 92704 92706 92702 92735 92799,380,2,santa-ana,"Santa Ana, CA",santa-ana-ca,/commercial-real-estate/CA/santa-ana/,rofo,,,,,true,
Santa Barbara,CA,Santa Barbara County,34.4285,-119.7202,202039,93105 93101 93103 93109 93102 93120 93121 93130 93140 93190,1,3,santa-barbara,"Santa Barbara, CA",santa-barbara-ca,/commercial-real-estate/CA/santa-barbara/,rofo,,,,,true,
Santa Clara,CA,Santa Clara County,37.3646,-121.968,130256,95054 95050 95051 95053 95052 95055 95056,2,3,santa-clara,"Santa Clara, CA",santa-clara-ca,/commercial-real-estate/CA/santa-clara/,rofo,,,,,true,
Santa Cruz,CA,Santa Cruz County,36.9789,-122.0346,163368,95065 95064 95060 95062 95061 95063 95067,0,2,santa-cruz,"Santa Cruz, CA",santa-cruz-ca,/commercial-real-estate/CA/santa-cruz/,officefinder+simplemaps,232,TRUE,FALSE,2,true,true
Santa Maria,CA,Santa Barbara County,34.9333,-120.4431,144941,93454 93455 93458,0,2,santa-maria,"Santa Maria, CA",santa-maria-ca,/commercial-real-estate/CA/santa-maria/,officefinder+simplemaps,1537,TRUE,FALSE,2,true,true
