city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
Knightdale,NC,Wake County,35.7911,-78.4966,20214,27545,0,3,knightdale,"Knightdale, NC",knightdale-nc,/commercial-real-estate/NC/knightdale/,officefinder+simplemaps,1693,TRUE,FALSE,3,true,true
Matthews,NC,Mecklenburg County,35.1195,-80.7101,30577,28105 28106,0,3,matthews,"Matthews, NC",matthews-nc,/commercial-real-estate/NC/matthews/,officefinder+simplemaps,1688,TRUE,FALSE,3,true,true
Mooresville,NC,Iredell County,35.5847,-80.8266,52381,28117 28115,1,3,mooresville,"Mooresville, NC",mooresville-nc,/commercial-real-estate/NC/mooresville/,rofo,,,,,true,
Morrisville,NC,Wake County,35.8368,-78.8348,31422,27560,0,3,morrisville,"Morrisville, NC",morrisville-nc,/commercial-real-estate/NC/morrisville/,officefinder+simplemaps,1694,TRUE,FALSE,3,true,true
Pineville,NC,Mecklenburg County,35.0864,-80.8915,11055,28134,0,3,pineville,"Pineville, NC",pineville-nc,/commercial-real-estate/NC/pineville/,officefinder+simplemaps,1689,TRUE,FALSE,3,true,true
Raleigh,NC,Wake County,35.7796,-78.6382,1179118,27617 27616 27615 27614 27613 27612 27610 27609 27601 27603 27604 27605 27606 27608 27607 27697 27695 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27698,528,2,raleigh,"Raleigh, NC",raleigh-nc,/commercial-real-estate/NC/raleigh/,rofo,,,,,true,
Shelby,NC,Cleveland County,35.2904,-81.5451,22100,28150 28152 28151,1,3,shelby,"Shelby, NC",shelby-nc,/commercial-real-estate/NC/shelby/,rofo,,,,,true,
Winston Salem,NC,,,,,,1,3,winston-salem,"Winston Salem, NC",winston-salem-nc,/commercial-real-estate/NC/winston-salem/,rofo,,,,,false,
Zebulon,NC,Wake County,35.8329,-78.3158,8711,27597,0,3,zebulon,"Zebulon, NC",zebulon-nc,/commercial-real-estate/NC/zebulon/,officefinder+simplemaps,1698,TRUE,FALSE,3,true,true
Bismarck,ND,Burleigh County,46.8083,-100.7837,100537,58505 58504 58501 58503 58507,200,3,bismarck,"Bismarck, ND",bismarck-nd,/commercial-real-estate/ND/bismarck/,rofo,,,,,true,
Fargo,ND,Cass County,46.8772,-96.7898,231541,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,282,2,fargo,"Fargo, ND",fargo-nd,/commercial-real-estate/ND/fargo/,rofo,,,,,true,
Lincoln,NE,Lancaster County,40.8099,-96.6784,298056,68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583,1,3,lincoln,"Lincoln, NE",lincoln-ne,/commercial-real-estate/NE/lincoln/,rofo,,,,,true,
Omaha,NE,Douglas County,41.2565,-95.9345,836740,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198,653,2,omaha,"Omaha, NE",omaha-ne,/commercial-real-estate/NE/omaha/,rofo,,,,,true,
Ralston,NE,Douglas County,41.2005,-96.0355,6472,68127,0,3,ralston,"Ralston, NE",ralston-ne,/commercial-real-estate/NE/ralston/,officefinder+simplemaps,1388,TRUE,FALSE,3,true,true
Bedford,NH,Hillsborough County,42.9406,-71.5302,23746,03110,1,3,bedford,"Bedford, NH",bedford-nh,/commercial-real-estate/NH/bedford/,rofo,,,,,true,
Hooksett,NH,Merrimack County,43.0709,-71.4365,15057,03106,0,3,hooksett,"Hooksett, NH",hooksett-nh,/commercial-real-estate/NH/hooksett/,officefinder+simplemaps,2404,FALSE,FALSE,3,true,true
Manchester,NH,Hillsborough County,42.9956,-71.4548,167888,03109 03104 03101 03103 03102 03105 03108 03111,251,3,manchester,"Manchester, NH",manchester-nh,/commercial-real-estate/NH/manchester/,rofo,,,,,true,
Nashua,NH,Hillsborough County,42.7491,-71.491,240705,03062 03063 03060 03064 03061,1,3,nashua,"Nashua, NH",nashua-nh,/commercial-real-estate/NH/nashua/,rofo,,,,,true,
Newbury,NH,Merrimack County,43.3149,-72.0279,2027,03255 03272,0,3,newbury,"Newbury, NH",newbury-nh,/commercial-real-estate/NH/newbury/,officefinder+simplemaps,1998,FALSE,FALSE,4,true,true
Portsmouth,NH,Rockingham County,43.0718,-70.7626,104019,03801 03802 03803 03804,181,3,portsmouth,"Portsmouth, NH",portsmouth-nh,/commercial-real-estate/NH/portsmouth/,rofo,,,,,true,
Sunapee,NH,Sullivan County,43.3914,-72.0903,3416,03782 03751,0,3,sunapee,"Sunapee, NH",sunapee-nh,/commercial-real-estate/NH/sunapee/,officefinder+simplemaps,1996,FALSE,FALSE,4,true,true
Andover,NJ,Sussex County,41.0243,-74.7283,5801,07848 07821 07860,0,3,andover,"Andover, NJ",andover-nj,/commercial-real-estate/NJ/andover/,officefinder+simplemaps,1462,FALSE,FALSE,4,true,true
Basking Ridge,NJ,Somerset County,40.7061,-74.5568,7917,07920,1,3,basking-ridge,"Basking Ridge, NJ",basking-ridge-nj,/commercial-real-estate/NJ/basking-ridge/,rofo,,,,,true,
Bedminster,NJ,Somerset County,40.6693,-74.6824,8283,07931 07934 07921 07979 07978,1,3,bedminster,"Bedminster, NJ",bedminster-nj,/commercial-real-estate/NJ/bedminster/,rofo,,,,,true,
Berkeley Heights,NJ,Union County,40.6764,-74.4244,13426,07922 07974 07091,1,3,berkeley-heights,"Berkeley Heights, NJ",berkeley-heights-nj,/commercial-real-estate/NJ/berkeley-heights/,rofo,,,,,true,
Bound Brook,NJ,Somerset County,40.5676,-74.5383,12219,08805,0,3,bound-brook,"Bound Brook, NJ",bound-brook-nj,/commercial-real-estate/NJ/bound-brook/,officefinder+simplemaps,1321,TRUE,FALSE,2,true,true
Branchburg,NJ,Somerset County,40.5629,-74.714,15140,08876 08853,0,3,branchburg,"Branchburg, NJ",branchburg-nj,/commercial-real-estate/NJ/branchburg/,officefinder+simplemaps,1322,FALSE,FALSE,3,true,true
Bridgewater,NJ,Somerset County,40.5934,-74.6076,46268,08836 08805 08807,1,3,bridgewater,"Bridgewater, NJ",bridgewater-nj,/commercial-real-estate/NJ/bridgewater/,rofo,,,,,true,
Camden,NJ,Camden County,39.9361,-75.1073,71496,08104 08105 08102 08103 08101,0,3,camden,"Camden, NJ",camden-nj,/commercial-real-estate/NJ/camden/,officefinder+simplemaps,1406,TRUE,FALSE,2,true,true
Cedar Grove,NJ,Essex County,40.8565,-74.2288,13475,07009,0,3,cedar-grove,"Cedar Grove, NJ",cedar-grove-nj,/commercial-real-estate/NJ/cedar-grove/,officefinder+simplemaps,2409,FALSE,FALSE,3,true,true
Cherry Hill,NJ,Camden County,39.9034,-74.9947,76725,08002 08003 08034,1,3,cherry-hill,"Cherry Hill, NJ",cherry-hill-nj,/commercial-real-estate/NJ/cherry-hill/,rofo,,,,,true,
Clark,NJ,Union County,40.6203,-74.3134,15622,07066,0,3,clark,"Clark, NJ",clark-nj,/commercial-real-estate/NJ/clark/,officefinder+simplemaps,1341,FALSE,FALSE,3,true,true
Clifton,NJ,Passaic County,40.863,-74.1575,89379,07014 07013 07012 07011 07015,0,3,clifton,"Clifton, NJ",clifton-nj,/commercial-real-estate/NJ/clifton/,officefinder+simplemaps,2407,TRUE,FALSE,2,true,true
Cranbury,NJ,Middlesex County,40.3112,-74.5202,4012,08512,0,3,cranbury,"Cranbury, NJ",cranbury-nj,/commercial-real-estate/NJ/cranbury/,officefinder+simplemaps,1342,FALSE,FALSE,4,true,true
Cranford,NJ,Union County,40.6564,-74.3036,24074,07016,1,3,cranford,"Cranford, NJ",cranford-nj,/commercial-real-estate/NJ/cranford/,rofo,,,,,true,
Denville,NJ,Morris County,40.889,-74.4893,17205,07834,0,3,denville,"Denville, NJ",denville-nj,/commercial-real-estate/NJ/denville/,officefinder+simplemaps,1467,FALSE,FALSE,3,true,true
East Brunswick,NJ,Middlesex County,40.4281,-74.4179,49945,08816 08850,2,3,east-brunswick,"East Brunswick, NJ",east-brunswick-nj,/commercial-real-estate/NJ/east-brunswick/,rofo,,,,,true,
East Rutherford,NJ,Bergen County,40.8179,-74.0854,10313,07073,1,3,east-rutherford,"East Rutherford, NJ",east-rutherford-nj,/commercial-real-estate/NJ/east-rutherford/,rofo,,,,,true,
East Windsor,NJ,Mercer County,40.2606,-74.5295,30062,08520,0,3,east-windsor,"East Windsor, NJ",east-windsor-nj,/commercial-real-estate/NJ/east-windsor/,officefinder+simplemaps,1343,FALSE,FALSE,3,true,true
Edison,NJ,Middlesex County,40.536,-74.3697,108164,08820 08817 08837 08818 08855 08899 08989,1,3,edison,"Edison, NJ",edison-nj,/commercial-real-estate/NJ/edison/,rofo,,,,,true,
Emerson,NJ,Bergen County,40.9748,-74.024,7305,07630,0,3,emerson,"Emerson, NJ",emerson-nj,/commercial-real-estate/NJ/emerson/,officefinder+simplemaps,2307,TRUE,FALSE,3,true,true
Englishtown,NJ,Monmouth County,40.2971,-74.3607,1989,07726,0,3,englishtown,"Englishtown, NJ",englishtown-nj,/commercial-real-estate/NJ/englishtown/,officefinder+simplemaps,2540,TRUE,FALSE,3,true,true
Fair Lawn,NJ,Bergen County,40.9359,-74.1177,35610,07410,0,3,fair-lawn,"Fair Lawn, NJ",fair-lawn-nj,/commercial-real-estate/NJ/fair-lawn/,officefinder+simplemaps,2304,TRUE,FALSE,2,true,true
Fairfield,NJ,Essex County,40.8828,-74.3041,7824,07004,0,3,fairfield,"Fairfield, NJ",fairfield-nj,/commercial-real-estate/NJ/fairfield/,officefinder+simplemaps,76,FALSE,FALSE,3,true,true
Flemington,NJ,Hunterdon County,40.5087,-74.8599,4896,08822,1,3,flemington,"Flemington, NJ",flemington-nj,/commercial-real-estate/NJ/flemington/,rofo,,,,,true,
Fort Lee,NJ,Bergen County,40.8509,-73.9713,40067,07024,1,3,fort-lee,"Fort Lee, NJ",fort-lee-nj,/commercial-real-estate/NJ/fort-lee/,rofo,,,,,true,
Franklin,NJ,Sussex County,41.1101,-74.5886,4968,07416,0,3,franklin,"Franklin, NJ",franklin-nj,/commercial-real-estate/NJ/franklin/,officefinder+simplemaps,1463,TRUE,FALSE,3,true,true
Freehold,NJ,Monmouth County,40.2233,-74.2986,35651,07728,1,3,freehold,"Freehold, NJ",freehold-nj,/commercial-real-estate/NJ/freehold/,rofo,,,,,true,
Green Brook,NJ,Somerset County,40.6036,-74.4827,7028,08812,0,3,green-brook,"Green Brook, NJ",green-brook-nj,/commercial-real-estate/NJ/green-brook/,officefinder+simplemaps,1344,FALSE,FALSE,3,true,true
Hackensack,NJ,Bergen County,40.8891,-74.0462,46057,07601 07602,1,3,hackensack,"Hackensack, NJ",hackensack-nj,/commercial-real-estate/NJ/hackensack/,rofo,,,,,true,
Hackettstown,NJ,Warren County,40.854,-74.8257,10140,07840,0,3,hackettstown,"Hackettstown, NJ",hackettstown-nj,/commercial-real-estate/NJ/hackettstown/,officefinder+simplemaps,1468,TRUE,FALSE,3,true,true
Hamilton Township,NJ,,,,,,1,3,hamilton-township,"Hamilton Township, NJ",hamilton-township-nj,/commercial-real-estate/NJ/hamilton-township/,rofo,,,,,false,
Hawthorne,NJ,Passaic County,40.9579,-74.1582,19628,07506,0,3,hawthorne,"Hawthorne, NJ",hawthorne-nj,/commercial-real-estate/NJ/hawthorne/,officefinder+simplemaps,946,TRUE,FALSE,2,true,true
Highland Park,NJ,Middlesex County,40.5006,-74.4283,15121,08904,0,3,highland-park,"Highland Park, NJ",highland-park-nj,/commercial-real-estate/NJ/highland-park/,officefinder+simplemaps,1326,TRUE,FALSE,2,true,true
Hillsborough,NJ,Somerset County,40.4985,-74.674,44091,08821 08844,0,3,hillsborough,"Hillsborough, NJ",hillsborough-nj,/commercial-real-estate/NJ/hillsborough/,officefinder+simplemaps,398,FALSE,FALSE,3,true,true
Hoboken,NJ,Hudson County,40.7452,-74.0281,58668,07030,1,3,hoboken,"Hoboken, NJ",hoboken-nj,/commercial-real-estate/NJ/hoboken/,rofo,,,,,true,
Holmdel,NJ,Monmouth County,40.3768,-74.1725,17436,07733,0,3,holmdel,"Holmdel, NJ",holmdel-nj,/commercial-real-estate/NJ/holmdel/,officefinder+simplemaps,2069,FALSE,FALSE,3,true,true
Iselin,NJ,Middlesex County,40.5697,-74.3172,19551,08830,1,3,iselin,"Iselin, NJ",iselin-nj,/commercial-real-estate/NJ/iselin/,rofo,,,,,true,
Jamesburg,NJ,Middlesex County,40.3493,-74.4399,5770,08831,0,3,jamesburg,"Jamesburg, NJ",jamesburg-nj,/commercial-real-estate/NJ/jamesburg/,officefinder+simplemaps,1345,TRUE,FALSE,2,true,true
Jersey City,NJ,Hudson County,40.7178,-74.0431,294078,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,422,2,jersey-city,"Jersey City, NJ",jersey-city-nj,/commercial-real-estate/NJ/jersey-city/,rofo,,,,,true,
Kenilworth,NJ,Union County,40.6781,-74.289,8401,07033,0,3,kenilworth,"Kenilworth, NJ",kenilworth-nj,/commercial-real-estate/NJ/kenilworth/,officefinder+simplemaps,1346,TRUE,FALSE,3,true,true
Keyport,NJ,Monmouth County,40.4328,-74.2011,7171,07735,0,3,keyport,"Keyport, NJ",keyport-nj,/commercial-real-estate/NJ/keyport/,officefinder+simplemaps,2519,TRUE,FALSE,2,true,true
Lakewood,NJ,Ocean County,40.0763,-74.2031,139019,08701,0,2,lakewood,"Lakewood, NJ",lakewood-nj,/commercial-real-estate/NJ/lakewood/,officefinder+simplemaps,2280,FALSE,FALSE,2,true,true
Linden,NJ,Union County,40.6251,-74.2383,44192,07036,0,3,linden,"Linden, NJ",linden-nj,/commercial-real-estate/NJ/linden/,officefinder+simplemaps,1328,TRUE,FALSE,3,true,true
Livingston,NJ,Essex County,40.7855,-74.3291,31488,07039,0,3,livingston,"Livingston, NJ",livingston-nj,/commercial-real-estate/NJ/livingston/,officefinder+simplemaps,2655,FALSE,FALSE,3,true,true
Lyndhurst,NJ,Bergen County,40.7965,-74.1099,22463,07071,0,3,lyndhurst,"Lyndhurst, NJ",lyndhurst-nj,/commercial-real-estate/NJ/lyndhurst/,officefinder+simplemaps,2312,FALSE,FALSE,3,true,true
Mahwah,NJ,Bergen County,41.0816,-74.1856,25491,07430 07495,1,3,mahwah,"Mahwah, NJ",mahwah-nj,/commercial-real-estate/NJ/mahwah/,rofo,,,,,true,
Manalapan,NJ,Monmouth County,40.28,-74.3436,40693,07726 07763,0,3,manalapan,"Manalapan, NJ",manalapan-nj,/commercial-real-estate/NJ/manalapan/,officefinder+simplemaps,1329,FALSE,FALSE,3,true,true
Maplewood,NJ,Essex County,40.733,-74.2712,25613,07040,0,3,maplewood,"Maplewood, NJ",maplewood-nj,/commercial-real-estate/NJ/maplewood/,officefinder+simplemaps,2488,FALSE,FALSE,2,true,true
Marlboro,NJ,Monmouth County,40.3427,-74.2567,41648,07751 07746 07765,0,3,marlboro,"Marlboro, NJ",marlboro-nj,/commercial-real-estate/NJ/marlboro/,officefinder+simplemaps,1347,FALSE,FALSE,3,true,true
Matawan,NJ,Monmouth County,40.4127,-74.2365,9710,07747,0,3,matawan,"Matawan, NJ",matawan-nj,/commercial-real-estate/NJ/matawan/,officefinder+simplemaps,1330,TRUE,FALSE,3,true,true
Maywood,NJ,Bergen County,40.9025,-74.0634,10093,07607,0,3,maywood,"Maywood, NJ",maywood-nj,/commercial-real-estate/NJ/maywood/,officefinder+simplemaps,2303,TRUE,FALSE,2,true,true
Metuchen,NJ,Middlesex County,40.5424,-74.3628,15144,08840,0,3,metuchen,"Metuchen, NJ",metuchen-nj,/commercial-real-estate/NJ/metuchen/,officefinder+simplemaps,1348,TRUE,FALSE,2,true,true
Middlesex,NJ,Middlesex County,40.5744,-74.5011,14645,08846,0,3,middlesex,"Middlesex, NJ",middlesex-nj,/commercial-real-estate/NJ/middlesex/,officefinder+simplemaps,155,TRUE,FALSE,3,true,true
Middletown,NJ,Monmouth County,40.3892,-74.082,66883,07716 07718 07748 07732 07737 07701 07758 07760 07738 07752 07799,0,3,middletown,"Middletown, NJ",middletown-nj,/commercial-real-estate/NJ/middletown/,officefinder+simplemaps,2284,FALSE,FALSE,3,true,true
Millburn,NJ,Essex County,40.7394,-74.324,22145,07078 07041,0,3,millburn,"Millburn, NJ",millburn-nj,/commercial-real-estate/NJ/millburn/,officefinder+simplemaps,1331,FALSE,FALSE,3,true,true
Milltown,NJ,Middlesex County,40.4504,-74.4351,7059,08850,0,3,milltown,"Milltown, NJ",milltown-nj,/commercial-real-estate/NJ/milltown/,officefinder+simplemaps,2520,TRUE,FALSE,3,true,true
Montclair,NJ,Essex County,40.8253,-74.2111,40341,07042 07043,1,3,montclair,"Montclair, NJ",montclair-nj,/commercial-real-estate/NJ/montclair/,rofo,,,,,true,
Montvale,NJ,Bergen County,41.0529,-74.0499,8901,07645,0,3,montvale,"Montvale, NJ",montvale-nj,/commercial-real-estate/NJ/montvale/,officefinder+simplemaps,2305,TRUE,FALSE,3,true,true
Montville,NJ,Morris County,40.9135,-74.3594,22876,07058 07082 07005 07045,0,3,montville,"Montville, NJ",montville-nj,/commercial-real-estate/NJ/montville/,officefinder+simplemaps,1469,FALSE,FALSE,3,true,true
Moonachie,NJ,Bergen County,40.8408,-74.059,3126,07074 07608,0,3,moonachie,"Moonachie, NJ",moonachie-nj,/commercial-real-estate/NJ/moonachie/,officefinder+simplemaps,2315,TRUE,FALSE,3,true,true
Moorestown,NJ,Burlington County,39.9784,-74.9413,21548,08057,0,3,moorestown,"Moorestown, NJ",moorestown-nj,/commercial-real-estate/NJ/moorestown/,officefinder+simplemaps,2625,FALSE,FALSE,3,true,true
Morris Plains,NJ,Morris County,40.8356,-74.4786,6315,07950,0,3,morris-plains,"Morris Plains, NJ",morris-plains-nj,/commercial-real-estate/NJ/morris-plains/,officefinder+simplemaps,1470,TRUE,FALSE,3,true,true
Morristown,NJ,Morris County,40.7967,-74.4772,20453,07960 07963,1,3,morristown,"Morristown, NJ",morristown-nj,/commercial-real-estate/NJ/morristown/,rofo,,,,,true,
Mount Laurel,NJ,Burlington County,39.9483,-74.9047,46026,08054,1,3,mount-laurel,"Mount Laurel, NJ",mount-laurel-nj,/commercial-real-estate/NJ/mount-laurel/,rofo,,,,,true,
Mount Olive,NJ,Morris County,40.8662,-74.7426,29149,07828 07840 07836,0,3,mount-olive,"Mount Olive, NJ",mount-olive-nj,/commercial-real-estate/NJ/mount-olive/,officefinder+simplemaps,1471,FALSE,FALSE,3,true,true
Mountain Lakes,NJ,Morris County,40.8907,-74.4406,4585,07046,0,3,mountain-lakes,"Mountain Lakes, NJ",mountain-lakes-nj,/commercial-real-estate/NJ/mountain-lakes/,officefinder+simplemaps,1472,TRUE,FALSE,3,true,true
Mountainside,NJ,Union County,40.6811,-74.3601,7049,07092,0,3,mountainside,"Mountainside, NJ",mountainside-nj,/commercial-real-estate/NJ/mountainside/,officefinder+simplemaps,1350,TRUE,FALSE,3,true,true
Neptune,NJ,Monmouth County,40.2105,-74.0539,28265,07756 07753,1,3,neptune,"Neptune, NJ",neptune-nj,/commercial-real-estate/NJ/neptune/,rofo,,,,,true,
New Brunswick,NJ,Middlesex County,40.487,-74.445,56345,08901 08875 08906 08933,2,3,new-brunswick,"New Brunswick, NJ",new-brunswick-nj,/commercial-real-estate/NJ/new-brunswick/,rofo,,,,,true,
New Providence,NJ,Union County,40.6996,-74.4035,13727,07974,0,3,new-providence,"New Providence, NJ",new-providence-nj,/commercial-real-estate/NJ/new-providence/,officefinder+simplemaps,1333,TRUE,FALSE,3,true,true
Newark,NJ,Essex County,40.7245,-74.1725,310178,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199,1,3,newark,"Newark, NJ",newark-nj,/commercial-real-estate/NJ/newark/,rofo,,,,,true,
Newton,NJ,Sussex County,41.0534,-74.7527,8369,07860,0,3,newton,"Newton, NJ",newton-nj,/commercial-real-estate/NJ/newton/,officefinder+simplemaps,1465,TRUE,FALSE,3,true,true
North Bergen,NJ,Hudson County,40.7938,-74.0242,61250,07047,0,3,north-bergen,"North Bergen, NJ",north-bergen-nj,/commercial-real-estate/NJ/north-bergen/,officefinder+simplemaps,2635,FALSE,FALSE,2,true,true
North Brunswick,NJ,Middlesex County,40.4505,-74.4798,44375,08901 08902,0,3,north-brunswick,"North Brunswick, NJ",north-brunswick-nj,/commercial-real-estate/NJ/north-brunswick/,officefinder+simplemaps,1334,FALSE,FALSE,3,true,true
North Plainfield,NJ,Somerset County,40.6209,-74.4386,22809,07062 07063 07060,0,3,north-plainfield,"North Plainfield, NJ",north-plainfield-nj,/commercial-real-estate/NJ/north-plainfield/,officefinder+simplemaps,1335,TRUE,FALSE,2,true,true
Old Bridge,NJ,Middlesex County,40.4004,-74.3126,68406,07747 08879 07721 07735 08859 08857,0,3,old-bridge,"Old Bridge, NJ",old-bridge-nj,/commercial-real-estate/NJ/old-bridge/,officefinder+simplemaps,1336,FALSE,FALSE,3,true,true
Oradell,NJ,Bergen County,40.9562,-74.0314,8235,07649,0,3,oradell,"Oradell, NJ",oradell-nj,/commercial-real-estate/NJ/oradell/,officefinder+simplemaps,2302,TRUE,FALSE,3,true,true
Paramus,NJ,Bergen County,40.9455,-74.0712,26568,07652 07653,1,3,paramus,"Paramus, NJ",paramus-nj,/commercial-real-estate/NJ/paramus/,rofo,,,,,true,
Parsippany,NJ,Morris County,40.8645,-74.4135,21345,07054 07005,2,3,parsippany,"Parsippany, NJ",parsippany-nj,/commercial-real-estate/NJ/parsippany/,rofo,,,,,true,
Passaic,NJ,Passaic County,40.8574,-74.1282,70002,07055,0,3,passaic,"Passaic, NJ",passaic-nj,/commercial-real-estate/NJ/passaic/,officefinder+simplemaps,200,TRUE,FALSE,2,true,true
Piscataway,NJ,Middlesex County,40.5467,-74.4636,61297,08854 08903,1,3,piscataway,"Piscataway, NJ",piscataway-nj,/commercial-real-estate/NJ/piscataway/,rofo,,,,,true,
Princeton,NJ,Mercer County,40.3562,-74.6693,30756,08544 08540 08542 08541,3,3,princeton,"Princeton, NJ",princeton-nj,/commercial-real-estate/NJ/princeton/,rofo,,,,,true,
Raritan,NJ,Hunterdon County,40.507,-74.8662,24361,08822 08551,0,3,raritan,"Raritan, NJ",raritan-nj,/commercial-real-estate/NJ/raritan/,officefinder+simplemaps,1337,FALSE,FALSE,3,true,true
Red Bank,NJ,Monmouth County,40.348,-74.0672,12862,07701,1,3,red-bank,"Red Bank, NJ",red-bank-nj,/commercial-real-estate/NJ/red-bank/,rofo,,,,,true,
Ridgewood,NJ,Bergen County,40.9821,-74.1127,26308,07450 07451,0,3,ridgewood,"Ridgewood, NJ",ridgewood-nj,/commercial-real-estate/NJ/ridgewood/,officefinder+simplemaps,2422,TRUE,FALSE,3,true,true
River Edge,NJ,Bergen County,40.9269,-74.0387,12091,07661,0,3,river-edge,"River Edge, NJ",river-edge-nj,/commercial-real-estate/NJ/river-edge/,officefinder+simplemaps,2310,TRUE,FALSE,2,true,true
Rockaway,NJ,Morris County,40.9602,-74.4988,26189,07435 07005 07801 07885 07842 07866 07806,1,3,rockaway,"Rockaway, NJ",rockaway-nj,/commercial-real-estate/NJ/rockaway/,rofo,,,,,true,
Roseland,NJ,Essex County,40.8208,-74.3086,6268,07068,1,3,roseland,"Roseland, NJ",roseland-nj,/commercial-real-estate/NJ/roseland/,rofo,,,,,true,
Rutherford,NJ,Bergen County,40.8203,-74.1057,18894,07070,0,3,rutherford,"Rutherford, NJ",rutherford-nj,/commercial-real-estate/NJ/rutherford/,officefinder+simplemaps,411,TRUE,FALSE,2,true,true
Saddle Brook,NJ,Bergen County,40.9033,-74.0955,14419,07663,1,3,saddle-brook,"Saddle Brook, NJ",saddle-brook-nj,/commercial-real-estate/NJ/saddle-brook/,rofo,,,,,true,
Secaucus,NJ,Hudson County,40.781,-74.0659,21778,07094 07096,0,3,secaucus,"Secaucus, NJ",secaucus-nj,/commercial-real-estate/NJ/secaucus/,officefinder+simplemaps,2300,TRUE,FALSE,3,true,true
Short Hills,NJ,Essex County,40.7389,-74.3278,14923,07078,2,3,short-hills,"Short Hills, NJ",short-hills-nj,/commercial-real-estate/NJ/short-hills/,rofo,,,,,true,
Shrewsbury,NJ,Monmouth County,40.3249,-74.06,4179,07702,0,3,shrewsbury,"Shrewsbury, NJ",shrewsbury-nj,/commercial-real-estate/NJ/shrewsbury/,officefinder+simplemaps,2527,TRUE,FALSE,3,true,true
Somerville,NJ,Somerset County,40.5696,-74.6092,13410,08876,0,3,somerville,"Somerville, NJ",somerville-nj,/commercial-real-estate/NJ/somerville/,officefinder+simplemaps,1338,TRUE,FALSE,2,true,true
South Hackensack,NJ,Bergen County,40.8577,-74.0517,2770,07606,0,3,south-hackensack,"South Hackensack, NJ",south-hackensack-nj,/commercial-real-estate/NJ/south-hackensack/,officefinder+simplemaps,2306,FALSE,FALSE,3,true,true
South Plainfield,NJ,Middlesex County,40.5748,-74.4152,24473,07080,0,3,south-plainfield,"South Plainfield, NJ",south-plainfield-nj,/commercial-real-estate/NJ/south-plainfield/,officefinder+simplemaps,2541,TRUE,FALSE,3,true,true
Sparta,NJ,Sussex County,41.0486,-74.6264,20077,07871,0,3,sparta,"Sparta, NJ",sparta-nj,/commercial-real-estate/NJ/sparta/,officefinder+simplemaps,1466,FALSE,FALSE,3,true,true
Springfield,NJ,Union County,40.6994,-74.3254,17171,07081,0,3,springfield,"Springfield, NJ",springfield-nj,/commercial-real-estate/NJ/springfield/,officefinder+simplemaps,410,FALSE,FALSE,3,true,true
Stanhope,NJ,Sussex County,40.9141,-74.7027,3552,07874,0,3,stanhope,"Stanhope, NJ",stanhope-nj,/commercial-real-estate/NJ/stanhope/,officefinder+simplemaps,2489,TRUE,FALSE,3,true,true
Teaneck,NJ,Bergen County,40.89,-74.0107,41876,07666,0,3,teaneck,"Teaneck, NJ",teaneck-nj,/commercial-real-estate/NJ/teaneck/,officefinder+simplemaps,2301,FALSE,FALSE,2,true,true
Tinton Falls,NJ,Monmouth County,40.2708,-74.0949,19361,07712 07724 07753,0,3,tinton-falls,"Tinton Falls, NJ",tinton-falls-nj,/commercial-real-estate/NJ/tinton-falls/,officefinder+simplemaps,2566,TRUE,FALSE,3,true,true
Toms River,NJ,Ocean County,39.9895,-74.1654,98143,08735 08755 08751 08753 08739 08754,0,3,toms-river,"Toms River, NJ",toms-river-nj,/commercial-real-estate/NJ/toms-river/,officefinder+simplemaps,2281,FALSE,FALSE,3,true,true
Totowa,NJ,Passaic County,40.9039,-74.2214,10959,07512 07511,1,3,totowa,"Totowa, NJ",totowa-nj,/commercial-real-estate/NJ/totowa/,rofo,,,,,true,
Union,NJ,Union County,40.6953,-74.2697,61071,07083 07088,0,3,union,"Union, NJ",union-nj,/commercial-real-estate/NJ/union/,officefinder+simplemaps,2282,FALSE,FALSE,2,true,true
Vernon,NJ,Sussex County,41.1973,-74.4857,22605,07462 07460 07461 07419 07418 07422 07428,0,3,vernon,"Vernon, NJ",vernon-nj,/commercial-real-estate/NJ/vernon/,officefinder+simplemaps,1474,FALSE,FALSE,3,true,true
Verona,NJ,Essex County,40.8323,-74.2431,14545,07044,0,3,verona,"Verona, NJ",verona-nj,/commercial-real-estate/NJ/verona/,officefinder+simplemaps,2408,FALSE,FALSE,3,true,true
